publication_date,work,workLabel,researchers,researchersUrl
2017-09-01,http://www.wikidata.org/entity/Q112759313,"Arthropods in the subsoil: Abundance and vertical distribution as related to soil organic matter, microbial biomass and plant roots",Anton Potapov,../authors/Q59062025
2017-08-31,http://www.wikidata.org/entity/Q42258545,Incadendron : a new genus of Euphorbiaceae tribe Hippomaneae from the sub-Andean cordilleras of Ecuador and Peru.,William Farfan-Rios,../authors/Q56423107
2017-08-30,http://www.wikidata.org/entity/Q41561423,Honey bee foraging ecology: Season but not landscape diversity shapes the amount and diversity of collected pollen.,Alexander Keller,../authors/Q21517397
2017-08-30,http://www.wikidata.org/entity/Q112827087,Tools for exploring mouse models of human disease,Melissa Haendel,../authors/Q28368079
2017-08-20,http://www.wikidata.org/entity/Q57203202,Diversity and trait composition of moths respond to land-use intensification in grasslands: generalists replace specialists,Florian Dirk Schneider,../authors/Q56576262
2017-08-17,http://www.wikidata.org/entity/Q38619879,Impacts of forest restoration on water yield: A systematic review.,Katherine C B Weiss,../authors/Q88797887
2017-08-12,http://www.wikidata.org/entity/Q36374393,WikiCite: Citations needed for the sum of all human knowledge,Daniel Mietchen,../authors/Q20895785
2017-08-11,http://www.wikidata.org/entity/Q35984678,Academics can help shape Wikipedia,Daniel Mietchen,../authors/Q20895785
2017-08-10,http://www.wikidata.org/entity/Q58044258,Building Your Own Big Data Analysis Infrastructure for Biodiversity Science,"Jennifer A Hammock, Jorrit Poelen, Anne Thessen","../authors/Q41566708,Q58206618,Q47503085"
2017-08-01,http://www.wikidata.org/entity/Q34381225,Developing international open science collaborations: Funder reflections on the Open Science Prize,Daniel Mietchen,../authors/Q20895785
2017-08-01,http://www.wikidata.org/entity/Q60463892,Research Priorities for the Conservation and Sustainable Governance of Andean Forest Landscapes,Belén Fadrique,../authors/Q88822144
2017-07-20,http://www.wikidata.org/entity/Q33269085,A multi-disciplinary perspective on emergent and future innovations in peer review,Daniel Mietchen,../authors/Q20895785
2017-07-20,http://www.wikidata.org/entity/Q106988006,A multi-disciplinary perspective on emergent and future innovations in peer review,Daniel Mietchen,../authors/Q20895785
2017-07-18,http://www.wikidata.org/entity/Q46628904,Wikipedia as a gateway to biomedical research: The relative distribution and use of citations in the English Wikipedia.,Daniel Mietchen,../authors/Q20895785
2017-07-14,http://www.wikidata.org/entity/Q56817032,Predicting habitat affinities of plant species using commonly measured functional traits,Jens Kattge,../authors/Q56556463
2017-07-10,http://www.wikidata.org/entity/Q46317972,Using Traits to Assess Nontransitivity of Interactions among Coral Species.,Joshua S Madin,../authors/Q51171519
2017-07-03,http://www.wikidata.org/entity/Q38663255,Global priorities for conservation across multiple dimensions of mammalian diversity.,Caterina Penone,../authors/Q56433897
2017-07-03,http://www.wikidata.org/entity/Q57205171,Using n -dimensional hypervolumes for species distribution modelling: A response to Qiao et al. (),Brian J. Enquist,../authors/Q47172478
2017-07-01,http://www.wikidata.org/entity/Q60336946,Characterizing opportunistic breeding at a continental scale using all available sources of phenological data: An assessment of 337 species across the Australian continent,Rachael V. Gallagher,../authors/Q62558788
2017-07-01,http://www.wikidata.org/entity/Q46336278,Publish openly but responsibly.,Maurizio Rossetto,../authors/Q26714687
2017-06-29,http://www.wikidata.org/entity/Q33037209,"Identifiers for the 21st century: How to design, provision, and reuse persistent identifiers to maximize utility and impact of life science data",Melissa Haendel,../authors/Q28368079
2017-06-28,http://www.wikidata.org/entity/Q36370924,"Biogeochemistry drives diversity in the prokaryotes, fungi, and invertebrates of a Panama forest.",Brian J. Enquist,../authors/Q47172478
2017-06-26,http://www.wikidata.org/entity/Q40145504,"Disease model discovery from 3,328 gene knockouts by The International Mouse Phenotyping Consortium.",Melissa Haendel,../authors/Q28368079
2017-06-22,http://www.wikidata.org/entity/Q41337593,"Evolution of mammalian migrations for refuge, breeding, and food.",William D. Pearse,../authors/Q57179980
2017-06-20,http://www.wikidata.org/entity/Q38711473,Calculating in situ degradation rates of hydrocarbon compounds in deep waters of the Gulf of Mexico.,Anne Thessen,../authors/Q47503085
2017-06-15,http://www.wikidata.org/entity/Q38624789,Characterization of measurement errors using structure-from-motion and photogrammetry to measure marine habitat structural complexity.,Joshua S Madin,../authors/Q51171519
2017-06-13,http://www.wikidata.org/entity/Q42351359,Less favourable climates constrain demographic strategies in plants.,Brian J. Enquist,../authors/Q47172478
2017-06-13,http://www.wikidata.org/entity/Q36404690,Seedling response to environmental variability: The relationship between phenotypic plasticity and evolutionary history in closely related Eucalyptus species,Maurizio Rossetto,../authors/Q26714687
2017-06-12,http://www.wikidata.org/entity/Q110950019,AliTV—interactive visualization of whole genome comparisons,Markus Ankenbrand,../authors/Q29076435
2017-06-06,http://www.wikidata.org/entity/Q33786293,Correspondence: Reply to 'Analytical flaws in a continental-scale forest soil microbial diversity study',Brian J. Enquist,../authors/Q47172478
2017-05-30,http://www.wikidata.org/entity/Q58396273,Habitat filtering determines the functional niche occupancy of plant communities worldwide,Mark Westoby,../authors/Q43121038
2017-05-28,http://www.wikidata.org/entity/Q41799194,"Scholia, Scientometrics and Wikidata",Daniel Mietchen,../authors/Q20895785
2017-05-26,http://www.wikidata.org/entity/Q33729428,"Defining Disease, Diagnosis, and Translational Medicine within a Homeostatic Perturbation Paradigm: The National Institutes of Health Undiagnosed Diseases Program Experience",Melissa Haendel,../authors/Q28368079
2017-05-24,http://www.wikidata.org/entity/Q58396275,Coordinated Shifts In Allocation Among Reproductive Tissues Across 14 Coexisting Plant Species,Mark Westoby,../authors/Q43121038
2017-05-22,http://www.wikidata.org/entity/Q30355825,Coral larvae are poor swimmers and require fine-scale reef structure to settle.,Joshua S Madin,../authors/Q51171519
2017-05-19,http://www.wikidata.org/entity/Q38660580,Bioclimatic transect networks: Powerful observatories of ecological change.,Maurizio Rossetto,../authors/Q26714687
2017-05-03,http://www.wikidata.org/entity/Q112795175,Does environmental heterogeneity drive functional trait variation? A test in montane and alpine meadows,Brian J. Enquist,../authors/Q47172478
2017-05-02,http://www.wikidata.org/entity/Q46373135,Solar radiation and functional traits explain the decline of forest primary productivity along a tropical elevation gradient.,"Brian J. Enquist, William Farfan-Rios","../authors/Q47172478,Q56423107"
2017-05-01,http://www.wikidata.org/entity/Q36376046,Higher predation risk for insect prey at low latitudes and elevations.,Vigdis Vandvik,../authors/Q42561055
2017-05-01,http://www.wikidata.org/entity/Q36379200,Sharing Clinical and Genomic Data on Cancer - The Need for Global Solutions,Melissa Haendel,../authors/Q28368079
2017-04-25,http://www.wikidata.org/entity/Q30491562,Reproducible and reusable research: are journal data sharing policies meeting the mark?,Melissa Haendel,../authors/Q28368079
2017-04-24,http://www.wikidata.org/entity/Q57038474,Dispersal limitation determines large-scale dark diversity in Central and Northern Europe,Jens Kattge,../authors/Q56556463
2017-04-24,http://www.wikidata.org/entity/Q33596673,Synthesizer: Expediting synthesis studies from context-free data with information retrieval techniques,Anne Thessen,../authors/Q47503085
2017-04-21,http://www.wikidata.org/entity/Q112664061,AliTV-interactive visualization of whole genome comparisons,Markus Ankenbrand,../authors/Q29076435
2017-04-18,http://www.wikidata.org/entity/Q36349445,Climate- and successional-related changes in functional composition of European forests are strongly driven by tree mortality,Jens Kattge,../authors/Q56556463
2017-04-05,http://www.wikidata.org/entity/Q29168530,Machine-actionable data management plans (maDMPs),Daniel Mietchen,../authors/Q20895785
2017-04-04,http://www.wikidata.org/entity/Q47223539,The evolution of bacterial cell size: the internal diffusion-constraint hypothesis.,Brian J. Enquist,../authors/Q47172478
2017-04-01,http://www.wikidata.org/entity/Q29056926,Progress in promoting data sharing in public health emergencies,Daniel Mietchen,../authors/Q20895785
2017-04-01,http://www.wikidata.org/entity/Q61465618,The effect of a mobile-application tool on biology students' motivation and achievement in species identification: A Self-Determination Theory perspective,Vigdis Vandvik,../authors/Q42561055
2017-03-31,http://www.wikidata.org/entity/Q58653085,The role of functional uniqueness and spatial aggregation in explaining rarity in trees,Brian J. Enquist,../authors/Q47172478
2017-03-28,http://www.wikidata.org/entity/Q36332658,A global trait-based approach to estimate leaf nitrogen functional allocation from observations,Jens Kattge,../authors/Q56556463
2017-03-23,http://www.wikidata.org/entity/Q60314831,Genetic differentiation and plasticity interact along temperature and precipitation gradients to determine plant performance under climate change,Vigdis Vandvik,../authors/Q42561055
2017-03-23,http://www.wikidata.org/entity/Q29390967,LepNet: The Lepidoptera of North America Network,Katja Seltmann,../authors/Q6069153
2017-03-20,http://www.wikidata.org/entity/Q57051473,Sensitivity of community-level trait-environment relationships to data representativeness: A test for functional biogeography,Jens Kattge,../authors/Q56556463
2017-03-20,http://www.wikidata.org/entity/Q36314724,A general model for metabolic scaling in self-similar asymmetric networks,Brian J. Enquist,../authors/Q47172478
2017-03-20,http://www.wikidata.org/entity/Q29048137,"Identifiers for the 21st century: How to design, provision, and reuse persistent identifiers to maximize utility and impact of life science data",Melissa Haendel,../authors/Q28368079
2017-03-13,http://www.wikidata.org/entity/Q28942417,Scholia and scientometrics with Wikidata,Daniel Mietchen,../authors/Q20895785
2017-03-13,http://www.wikidata.org/entity/Q28936799,Scholia - March 2017,Daniel Mietchen,../authors/Q20895785
2017-03-10,http://www.wikidata.org/entity/Q37737115,Multitrait successional forest dynamics enable diverse competitive coexistence.,Mark Westoby,../authors/Q43121038
2017-03-10,http://www.wikidata.org/entity/Q36308559,Physiological and structural tradeoffs underlying the leaf economics spectrum,Mark Westoby,../authors/Q43121038
2017-03-06,http://www.wikidata.org/entity/Q38927539,Global biogeography of seed dormancy is determined by seasonality and seed size: a case study in the legumes.,William D. Pearse,../authors/Q57179980
2017-03-01,http://www.wikidata.org/entity/Q52887708,Allometric growth in reef-building corals.,Joshua S Madin,../authors/Q51171519
2017-03-01,http://www.wikidata.org/entity/Q46410104,Persistent effects of pre-Columbian plant domestication on Amazonian forest composition.,William Farfan-Rios,../authors/Q56423107
2017-03-01,http://www.wikidata.org/entity/Q36317026,Opinion: Why we need a centralized repository for isotopic data,Jorrit Poelen,../authors/Q58206618
2017-03-01,http://www.wikidata.org/entity/Q33906483,Bedside Back to Bench: Building Bridges between Basic and Clinical Genomic Research,Melissa Haendel,../authors/Q28368079
2017-03-01,http://www.wikidata.org/entity/Q112664032,Generalist social bees maximize diversity intake in plant species-rich and resource-abundant environments,Alexander Keller,../authors/Q21517397
2017-02-28,http://www.wikidata.org/entity/Q31167907,A global Fine-Root Ecology Database to address below-ground challenges in plant ecology,Jens Kattge,../authors/Q56556463
2017-02-28,http://www.wikidata.org/entity/Q28913566,Strategies and guidelines for scholarly publishing of biodiversity data,Daniel Mietchen,../authors/Q20895785
2017-02-21,http://www.wikidata.org/entity/Q31164052,"Tree mortality across biomes is promoted by drought intensity, lower wood density and higher specific leaf area.",Jens Kattge,../authors/Q56556463
2017-02-15,http://www.wikidata.org/entity/Q30360524,"A simple, fast, and repeatable survey method for underwater visual 3D benthic mapping and monitoring.",Joshua S Madin,../authors/Q51171519
2017-02-06,http://www.wikidata.org/entity/Q36412947,Testing the environmental filtering concept in global drylands,Jens Kattge,../authors/Q56556463
2017-02-01,http://www.wikidata.org/entity/Q31158575,Predictability in community dynamics,Brian J. Enquist,../authors/Q47172478
2017-01-25,http://www.wikidata.org/entity/Q38999639,Predicting trait-environment relationships for venation networks along an Andes-Amazon elevation gradient.,Brian J. Enquist,../authors/Q47172478
